"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-07-30","0.00","0.0","0.0",,"88","65"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-07-31","0.11","0.0","0.0",,"89","69"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-01","0.28","0.0","0.0",,"89","69"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-02","0.00","0.0","0.0",,"81","62"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-03","0.00","0.0","0.0",,"68","54"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-04","0.00","0.0","0.0",,"72","53"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-05","0.00","0.0","0.0",,"78","58"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-06","0.00","0.0","0.0",,"84","54"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-07","0.00","0.0","0.0",,"85","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-08","0.00","0.0","0.0",,"89","57"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-09","0.01","0.0","0.0",,"80","62"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-10","0.00","0.0","0.0",,"85","59"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-11","0.09","0.0","0.0",,"77","62"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-12","0.00","0.0","0.0",,"76","53"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-13","0.00","0.0","0.0",,"80","48"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-14","0.00","0.0","0.0",,"84","51"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-15","0.00","0.0","0.0",,"90","61"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-16","0.00","0.0","0.0",,"87","66"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-17","0.00","0.0","0.0",,"93","68"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-18","0.45","0.0","0.0",,"78","67"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-19","0.19","0.0","0.0",,"74","61"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-20","0.00","0.0","0.0",,"70","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-21","0.00","0.0","0.0",,"72","45"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-22","0.00","0.0","0.0",,"79","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-23","0.00","0.0","0.0",,"83","54"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-24","0.00","0.0","0.0",,"89","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-25","0.00","0.0","0.0",,"89","60"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-26","0.00","0.0","0.0",,"92","62"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-27","0.00","0.0","0.0",,"89","67"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-28","0.07","0.0","0.0",,"90","70"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-29","0.00","0.0","0.0",,"82","68"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-30","0.01","0.0","0.0",,"80","65"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-08-31","0.71","0.0","0.0",,"77","69"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-01","1.38","0.0","0.0",,"82","67"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-02","0.09","0.0","0.0",,"74","63"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-03","0.00","0.0","0.0",,"82","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-04","0.00","0.0","0.0",,"70","58"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-05","0.00","0.0","0.0",,"70","53"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-06","0.00","0.0","0.0",,"76","45"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-07","0.00","0.0","0.0",,"80","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-08","0.00","0.0","0.0",,"85","61"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-09","0.00","0.0","0.0",,"84","61"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-10","0.00","0.0","0.0",,"85","65"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-11","0.15","0.0","0.0",,"81","64"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-12","1.21","0.0","0.0",,"77","64"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-13","0.07","0.0","0.0",,"68","64"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-14","0.12","0.0","0.0",,"66","58"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-15","0.06","0.0","0.0",,"67","58"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-16","0.00","0.0","0.0",,"69","54"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-17","0.00","0.0","0.0",,"74","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-18","0.00","0.0","0.0",,"78","45"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-19","0.68","0.0","0.0",,"75","56"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-20","0.00","0.0","0.0",,"77","50"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-21","0.08","0.0","0.0",,"61","56"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-22","0.00","0.0","0.0",,"72","56"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-23","0.00","0.0","0.0",,"62","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-24","0.00","0.0","0.0",,"50","40"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-25","0.00","0.0","0.0",,"65","42"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-26","0.00","0.0","0.0",,"77","45"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-27","0.00","0.0","0.0",,"74","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-28","0.00","0.0","0.0",,"81","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-29","0.00","0.0","0.0",,"83","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-09-30","0.00","0.0","0.0",,"82","55"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-01","0.00","0.0","0.0",,"80","53"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-02","0.00","0.0","0.0",,"80","59"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-03","0.11","0.0","0.0",,"66","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-04","0.00","0.0","0.0",,"57","47"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-05","0.00","0.0","0.0",,"63","37"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-06","0.00","0.0","0.0",,"70","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-07","0.00","0.0","0.0",,"76","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-08","0.00","0.0","0.0",,"70","58"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-09","0.73","0.0","0.0",,"60","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-10","0.07","0.0","0.0",,"63","46"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-11","0.20","0.0","0.0",,"64","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-12","0.08","0.0","0.0",,"55","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-13","0.00","0.0","0.0",,"55","44"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-14","0.36","0.0","0.0",,"55","44"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-15","0.00","0.0","0.0",,"66","38"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-16","0.00","0.0","0.0",,"72","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-17","0.00","0.0","0.0",,"82","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-18","0.00","0.0","0.0",,"84","56"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-19","0.00","0.0","0.0",,"78","57"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-20","0.00","0.0","0.0",,"64","42"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-21","0.00","0.0","0.0",,"79","36"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-22","0.00","0.0","0.0",,"70","45"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-23","0.00","0.0","0.0",,"57","49"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-24","0.00","0.0","0.0",,"51","43"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-25","0.00","0.0","0.0",,"53","39"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-26","0.00","0.0","0.0",,"61","33"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-27","0.18","0.0","0.0",,"61","38"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-28","0.00","0.0","0.0",,"72","57"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-29","0.00","0.0","0.0",,"71","57"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-30","0.00","0.0","0.0",,"79","53"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-10-31","0.00","0.0","0.0",,"82","59"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-01","0.00","0.0","0.0",,"82","63"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-02","0.01","0.0","0.0",,"68","46"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-03","0.37","0.0","0.0",,"47","40"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-04","0.80","0.0","0.0",,"44","35"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-05","0.11","0.0","0.0",,"42","30"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-06","0.00","0.0","0.0",,"60","38"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-07","0.00","0.0","0.0",,"64","44"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-08","0.16","0.0","0.0",,"60","52"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-09","0.24","0.0","0.0",,"57","33"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-10","0.00","0.0","0.0",,"35","30"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-11","0.00","0.0","0.0",,"32","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-12","0.00","0.0","0.0",,"40","20"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-13","0.00","0.0","0.0",,"37","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-14","0.00","0.0","0.0",,"51","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-15","0.04","0.0","0.0",,"57","41"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-16","0.12","0.0","0.0",,"61","40"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-17","0.04","0.0","0.0",,"41","28"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-18","0.00","0.0","0.0",,"48","26"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-19","0.30","0.0","0.0",,"49","42"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-20","1.53","0.1","0.0",,"52","30"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-21","0.01","0.0","0.0",,"31","28"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-22","0.01","0.0","0.0",,"38","29"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-23","0.09","0.1","0.0",,"45","26"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-24","0.53","6.5","3.0",,"27","7"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-25","1.82","12.8","18.0",,"34","15"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-26","0.11","1.3","20.0",,"24","12"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-27","0.05","0.5","20.0",,"27","10"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-28","0.09","0.9","20.0",,"32","15"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-29","0.01","0.1","20.0",,"31","20"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-11-30","0.00","0.0","18.0",,"32","24"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-01","0.00","0.0","13.0",,"33","17"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-02","0.24","0.0","3.0",,"53","33"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-03","0.26","0.0","0.0",,"55","29"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-04","0.00","0.0","0.0",,"33","29"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-05","0.00","0.0","0.0",,"38","29"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-06","0.00","0.0","0.0",,"42","32"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-07","0.99","0.2","0.0",,"46","19"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-08","0.00","0.0","0.0",,"28","16"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-09","0.00","0.0","0.0",,"35","19"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-10","0.00","0.0","0.0",,"35","19"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-11","0.31","3.5","2.0",,"32","27"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-12","0.03","0.4","3.0",,"28","18"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-13","0.06","0.6","3.0",,"28","22"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-14","0.00","0.0","2.0",,"26","15"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-15","0.04","0.5","2.0",,"31","19"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-16","0.00","0.0","2.0",,"27","17"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-17","0.04","0.7","3.0",,"21","14"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-18","0.00","0.0","3.0",,"21","7"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-19","0.01","0.1","3.0",,"26","15"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-20","0.00","0.0","3.0",,"24","13"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-21","0.00","0.0","3.0",,"30","10"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-22","0.25","2.1","5.0",,"33","28"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-23","0.00","0.0","4.0",,"39","26"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-24","0.01","0.1","3.0",,"40","20"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-25","0.09","0.9","3.0",,"20","15"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-26","0.26","2.5","6.0",,"22","7"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-27","0.00","0.0","6.0",,"15","-3"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-28","0.00","0.0","4.0",,"32","-2"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-29","0.00","0.0","4.0",,"37","17"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-30","0.00","0.0","3.0",,"35","16"
"USW00014820","CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US","1950-12-31","0.01","0.1","3.0",,"30","17"
